Freq.	V(out)/V(n002)
9.70509967245388e+001	(9.09047649331842e+001dB,-8.12018339885582e+001°)
9.72747223776863e+001	(9.08852318733261e+001dB,-8.12217575701011e+001°)
9.74989637717285e+001	(9.08656967179368e+001dB,-8.12416374701532e+001°)
9.77237220955708e+001	(9.08461594761978e+001dB,-8.12614737749751e+001°)
9.79489985408596e+001	(9.08266201572523e+001dB,-8.12812665707218e+001°)
9.81747943019881e+001	(9.08070787702055e+001dB,-8.13010159434425e+001°)
9.84011105761030e+001	(9.07875353241247e+001dB,-8.13207219790804e+001°)
9.86279485631107e+001	(9.07679898280392e+001dB,-8.13403847634720e+001°)
9.88553094656835e+001	(9.07484422909410e+001dB,-8.13600043823472e+001°)
9.90831944892663e+001	(9.07288927217841e+001dB,-8.13795809213287e+001°)
9.93116048420829e+001	(9.07093411294854e+001dB,-8.13991144659317e+001°)
9.95405417351422e+001	(9.06897875229245e+001dB,-8.14186051015637e+001°)
9.97700063822448e+001	(9.06702319109439e+001dB,-8.14380529135241e+001°)
9.99999999999894e+001	(9.06506743023491e+001dB,-8.14574579870039e+001°)
1.00230523807779e+002	(9.06311147059088e+001dB,-8.14768204070854e+001°)
1.00461579027829e+002	(9.06115531303549e+001dB,-8.14961402587420e+001°)
1.00693166885170e+002	(9.05919895843828e+001dB,-8.15154176268376e+001°)
1.00925288607658e+002	(9.05724240766516e+001dB,-8.15346525961268e+001°)
1.01157945425979e+002	(9.05528566157838e+001dB,-8.15538452512542e+001°)
1.01391138573657e+002	(9.05332872103662e+001dB,-8.15729956767541e+001°)
1.01624869287059e+002	(9.05137158689490e+001dB,-8.15921039570507e+001°)
1.01859138805401e+002	(9.04941426000472e+001dB,-8.16111701764571e+001°)
1.02093948370757e+002	(9.04745674121395e+001dB,-8.16301944191758e+001°)
1.02329299228065e+002	(9.04549903136692e+001dB,-8.16491767692977e+001°)
1.02565192625130e+002	(9.04354113130442e+001dB,-8.16681173108023e+001°)
1.02801629812636e+002	(9.04158304186370e+001dB,-8.16870161275576e+001°)
1.03038612044151e+002	(9.03962476387847e+001dB,-8.17058733033191e+001°)
1.03276140576129e+002	(9.03766629817897e+001dB,-8.17246889217303e+001°)
1.03514216667923e+002	(9.03570764559191e+001dB,-8.17434630663220e+001°)
1.03752841581790e+002	(9.03374880694054e+001dB,-8.17621958205124e+001°)
1.03992016582895e+002	(9.03178978304464e+001dB,-8.17808872676064e+001°)
1.04231742939319e+002	(9.02983057472053e+001dB,-8.17995374907959e+001°)
1.04472021922069e+002	(9.02787118278110e+001dB,-8.18181465731591e+001°)
1.04712854805079e+002	(9.02591160803579e+001dB,-8.18367145976605e+001°)
1.04954242865221e+002	(9.02395185129064e+001dB,-8.18552416471506e+001°)
1.05196187382311e+002	(9.02199191334828e+001dB,-8.18737278043657e+001°)
1.05438689639115e+002	(9.02003179500797e+001dB,-8.18921731519277e+001°)
1.05681750921355e+002	(9.01807149706558e+001dB,-8.19105777723439e+001°)
1.05925372517718e+002	(9.01611102031360e+001dB,-8.19289417480066e+001°)
1.06169555719861e+002	(9.01415036554121e+001dB,-8.19472651611932e+001°)
1.06414301822420e+002	(9.01218953353421e+001dB,-8.19655480940657e+001°)
1.06659612123014e+002	(9.01022852507510e+001dB,-8.19837906286706e+001°)
1.06905487922254e+002	(9.00826734094306e+001dB,-8.20019928469387e+001°)
1.07151930523749e+002	(9.00630598191398e+001dB,-8.20201548306851e+001°)
1.07398941234113e+002	(9.00434444876044e+001dB,-8.20382766616085e+001°)
1.07646521362972e+002	(9.00238274225179e+001dB,-8.20563584212916e+001°)
1.07894672222971e+002	(9.00042086315406e+001dB,-8.20744001912004e+001°)
1.08143395129782e+002	(8.99845881223009e+001dB,-8.20924020526844e+001°)
1.08392691402109e+002	(8.99649659023944e+001dB,-8.21103640869762e+001°)
1.08642562361695e+002	(8.99453419793847e+001dB,-8.21282863751915e+001°)
1.08893009333332e+002	(8.99257163608031e+001dB,-8.21461689983285e+001°)
1.09144033644864e+002	(8.99060890541492e+001dB,-8.21640120372684e+001°)
1.09395636627198e+002	(8.98864600668905e+001dB,-8.21818155727745e+001°)
1.09647819614307e+002	(8.98668294064627e+001dB,-8.21995796854927e+001°)
1.09900583943240e+002	(8.98471970802702e+001dB,-8.22173044559509e+001°)
1.10153930954130e+002	(8.98275630956856e+001dB,-8.22349899645589e+001°)
1.10407861990195e+002	(8.98079274600504e+001dB,-8.22526362916083e+001°)
1.10662378397755e+002	(8.97882901806745e+001dB,-8.22702435172725e+001°)
1.10917481526228e+002	(8.97686512648369e+001dB,-8.22878117216063e+001°)
1.11173172728147e+002	(8.97490107197856e+001dB,-8.23053409845459e+001°)
1.11429453359161e+002	(8.97293685527378e+001dB,-8.23228313859085e+001°)
1.11686324778044e+002	(8.97097247708797e+001dB,-8.23402830053927e+001°)
1.11943788346703e+002	(8.96900793813669e+001dB,-8.23576959225777e+001°)
1.12201845430184e+002	(8.96704323913247e+001dB,-8.23750702169236e+001°)
1.12460497396680e+002	(8.96507838078477e+001dB,-8.23924059677711e+001°)
1.12719745617539e+002	(8.96311336380005e+001dB,-8.24097032543416e+001°)
1.12979591467267e+002	(8.96114818888173e+001dB,-8.24269621557367e+001°)
1.13240036323543e+002	(8.95918285673024e+001dB,-8.24441827509382e+001°)
1.13501081567219e+002	(8.95721736804301e+001dB,-8.24613651188081e+001°)
1.13762728582331e+002	(8.95525172351449e+001dB,-8.24785093380884e+001°)
1.14024978756104e+002	(8.95328592383616e+001dB,-8.24956154874011e+001°)
1.14287833478965e+002	(8.95131996969654e+001dB,-8.25126836452478e+001°)
1.14551294144541e+002	(8.94935386178121e+001dB,-8.25297138900099e+001°)
1.14815362149676e+002	(8.94738760077281e+001dB,-8.25467062999482e+001°)
1.15080038894431e+002	(8.94542118735106e+001dB,-8.25636609532030e+001°)
1.15345325782097e+002	(8.94345462219278e+001dB,-8.25805779277940e+001°)
1.15611224219197e+002	(8.94148790597186e+001dB,-8.25974573016200e+001°)
1.15877735615500e+002	(8.93952103935933e+001dB,-8.26142991524591e+001°)
1.16144861384022e+002	(8.93755402302333e+001dB,-8.26311035579683e+001°)
1.16412602941036e+002	(8.93558685762914e+001dB,-8.26478705956836e+001°)
1.16680961706083e+002	(8.93361954383917e+001dB,-8.26646003430197e+001°)
1.16949939101974e+002	(8.93165208231302e+001dB,-8.26812928772703e+001°)
1.17219536554800e+002	(8.92968447370743e+001dB,-8.26979482756076e+001°)
1.17489755493940e+002	(8.92771671867632e+001dB,-8.27145666150824e+001°)
1.17760597352068e+002	(8.92574881787082e+001dB,-8.27311479726239e+001°)
1.18032063565160e+002	(8.92378077193925e+001dB,-8.27476924250401e+001°)
1.18304155572503e+002	(8.92181258152714e+001dB,-8.27642000490168e+001°)
1.18576874816703e+002	(8.91984424727725e+001dB,-8.27806709211184e+001°)
1.18850222743689e+002	(8.91787576982957e+001dB,-8.27971051177875e+001°)
1.19124200802724e+002	(8.91590714982135e+001dB,-8.28135027153447e+001°)
1.19398810446414e+002	(8.91393838788708e+001dB,-8.28298637899887e+001°)
1.19674053130711e+002	(8.91196948465853e+001dB,-8.28461884177961e+001°)
1.19949930314925e+002	(8.91000044076474e+001dB,-8.28624766747216e+001°)
1.20226443461728e+002	(8.90803125683206e+001dB,-8.28787286365976e+001°)
1.20503594037166e+002	(8.90606193348411e+001dB,-8.28949443791343e+001°)
1.20781383510665e+002	(8.90409247134184e+001dB,-8.29111239779197e+001°)
1.21059813355035e+002	(8.90212287102353e+001dB,-8.29272675084196e+001°)
1.21338885046484e+002	(8.90015313314478e+001dB,-8.29433750459772e+001°)
1.21618600064623e+002	(8.89818325831854e+001dB,-8.29594466658134e+001°)
1.21898959892473e+002	(8.89621324715511e+001dB,-8.29754824430267e+001°)
1.22179966016474e+002	(8.89424310026216e+001dB,-8.29914824525929e+001°)
1.22461619926491e+002	(8.89227281824475e+001dB,-8.30074467693655e+001°)
1.22743923115827e+002	(8.89030240170529e+001dB,-8.30233754680752e+001°)
1.23026877081225e+002	(8.88833185124361e+001dB,-8.30392686233301e+001°)
1.23310483322877e+002	(8.88636116745696e+001dB,-8.30551263096158e+001°)
1.23594743344437e+002	(8.88439035093999e+001dB,-8.30709486012949e+001°)
1.23879658653023e+002	(8.88241940228477e+001dB,-8.30867355726075e+001°)
1.24165230759227e+002	(8.88044832208084e+001dB,-8.31024872976707e+001°)
1.24451461177125e+002	(8.87847711091516e+001dB,-8.31182038504791e+001°)
1.24738351424280e+002	(8.87650576937217e+001dB,-8.31338853049042e+001°)
1.25025903021758e+002	(8.87453429803376e+001dB,-8.31495317346948e+001°)
1.25314117494128e+002	(8.87256269747931e+001dB,-8.31651432134766e+001°)
1.25602996369473e+002	(8.87059096828570e+001dB,-8.31807198147527e+001°)
1.25892541179403e+002	(8.86861911102729e+001dB,-8.31962616119032e+001°)
1.26182753459053e+002	(8.86664712627597e+001dB,-8.32117686781850e+001°)
1.26473634747101e+002	(8.86467501460114e+001dB,-8.32272410867323e+001°)
1.26765186585770e+002	(8.86270277656974e+001dB,-8.32426789105564e+001°)
1.27057410520840e+002	(8.86073041274623e+001dB,-8.32580822225454e+001°)
1.27350308101652e+002	(8.85875792369265e+001dB,-8.32734510954644e+001°)
1.27643880881120e+002	(8.85678530996857e+001dB,-8.32887856019558e+001°)
1.27938130415738e+002	(8.85481257213117e+001dB,-8.33040858145387e+001°)
1.28233058265588e+002	(8.85283971073517e+001dB,-8.33193518056093e+001°)
1.28528665994347e+002	(8.85086672633289e+001dB,-8.33345836474408e+001°)
1.28824955169299e+002	(8.84889361947428e+001dB,-8.33497814121833e+001°)
1.29121927361339e+002	(8.84692039070687e+001dB,-8.33649451718641e+001°)
1.29419584144984e+002	(8.84494704057581e+001dB,-8.33800749983871e+001°)
1.29717927098381e+002	(8.84297356962390e+001dB,-8.33951709635337e+001°)
1.30016957803314e+002	(8.84099997839156e+001dB,-8.34102331389620e+001°)
1.30316677845215e+002	(8.83902626741687e+001dB,-8.34252615962070e+001°)
1.30617088813169e+002	(8.83705243723557e+001dB,-8.34402564066810e+001°)
1.30918192299926e+002	(8.83507848838105e+001dB,-8.34552176416732e+001°)
1.31219989901906e+002	(8.83310442138440e+001dB,-8.34701453723499e+001°)
1.31522483219209e+002	(8.83113023677439e+001dB,-8.34850396697543e+001°)
1.31825673855626e+002	(8.82915593507747e+001dB,-8.34999006048068e+001°)
1.32129563418643e+002	(8.82718151681784e+001dB,-8.35147282483050e+001°)
1.32434153519452e+002	(8.82520698251736e+001dB,-8.35295226709233e+001°)
1.32739445772959e+002	(8.82323233269566e+001dB,-8.35442839432137e+001°)
1.33045441797794e+002	(8.82125756787008e+001dB,-8.35590121356048e+001°)
1.33352143216317e+002	(8.81928268855570e+001dB,-8.35737073184029e+001°)
1.33659551654629e+002	(8.81730769526538e+001dB,-8.35883695617912e+001°)
1.33967668742578e+002	(8.81533258850972e+001dB,-8.36029989358301e+001°)
1.34276496113771e+002	(8.81335736879710e+001dB,-8.36175955104576e+001°)
1.34586035405580e+002	(8.81138203663368e+001dB,-8.36321593554886e+001°)
1.34896288259150e+002	(8.80940659252339e+001dB,-8.36466905406156e+001°)
1.35207256319412e+002	(8.80743103696800e+001dB,-8.36611891354083e+001°)
1.35518941235088e+002	(8.80545537046705e+001dB,-8.36756552093139e+001°)
1.35831344658700e+002	(8.80347959351792e+001dB,-8.36900888316570e+001°)
1.36144468246580e+002	(8.80150370661581e+001dB,-8.37044900716398e+001°)
1.36458313658877e+002	(8.79952771025374e+001dB,-8.37188589983416e+001°)
1.36772882559569e+002	(8.79755160492261e+001dB,-8.37331956807198e+001°)
1.37088176616470e+002	(8.79557539111113e+001dB,-8.37475001876091e+001°)
1.37404197501236e+002	(8.79359906930591e+001dB,-8.37617725877218e+001°)
1.37720946889379e+002	(8.79162263999140e+001dB,-8.37760129496479e+001°)
1.38038426460273e+002	(8.78964610364994e+001dB,-8.37902213418553e+001°)
1.38356637897162e+002	(8.78766946076179e+001dB,-8.38043978326896e+001°)
1.38675582887173e+002	(8.78569271180504e+001dB,-8.38185424903742e+001°)
1.38995263121320e+002	(8.78371585725576e+001dB,-8.38326553830103e+001°)
1.39315680294514e+002	(8.78173889758787e+001dB,-8.38467365785772e+001°)
1.39636836105578e+002	(8.77976183327327e+001dB,-8.38607861449321e+001°)
1.39958732257246e+002	(8.77778466478175e+001dB,-8.38748041498103e+001°)
1.40281370456180e+002	(8.77580739258105e+001dB,-8.38887906608250e+001°)
1.40604752412975e+002	(8.77383001713688e+001dB,-8.39027457454679e+001°)
1.40928879842171e+002	(8.77185253891288e+001dB,-8.39166694711086e+001°)
1.41253754462259e+002	(8.76987495837068e+001dB,-8.39305619049951e+001°)
1.41579377995692e+002	(8.76789727596987e+001dB,-8.39444231142538e+001°)
1.41905752168893e+002	(8.76591949216802e+001dB,-8.39582531658894e+001°)
1.42232878712266e+002	(8.76394160742070e+001dB,-8.39720521267852e+001°)
1.42560759360203e+002	(8.76196362218148e+001dB,-8.39858200637028e+001°)
1.42889395851094e+002	(8.75998553690194e+001dB,-8.39995570432825e+001°)
1.43218789927338e+002	(8.75800735203167e+001dB,-8.40132631320434e+001°)
1.43548943335349e+002	(8.75602906801829e+001dB,-8.40269383963832e+001°)
1.43879857825568e+002	(8.75405068530745e+001dB,-8.40405829025785e+001°)
1.44211535152470e+002	(8.75207220434284e+001dB,-8.40541967167845e+001°)
1.44543977074576e+002	(8.75009362556621e+001dB,-8.40677799050357e+001°)
1.44877185354460e+002	(8.74811494941735e+001dB,-8.40813325332454e+001°)
1.45211161758758e+002	(8.74613617633413e+001dB,-8.40948546672060e+001°)
1.45545908058180e+002	(8.74415730675250e+001dB,-8.41083463725893e+001°)
1.45881426027518e+002	(8.74217834110646e+001dB,-8.41218077149460e+001°)
1.46217717445655e+002	(8.74019927982815e+001dB,-8.41352387597064e+001°)
1.46554784095574e+002	(8.73822012334776e+001dB,-8.41486395721801e+001°)
1.46892627764370e+002	(8.73624087209361e+001dB,-8.41620102175561e+001°)
1.47231250243255e+002	(8.73426152649214e+001dB,-8.41753507609031e+001°)
1.47570653327572e+002	(8.73228208696790e+001dB,-8.41886612671694e+001°)
1.47910838816804e+002	(8.73030255394357e+001dB,-8.42019418011831e+001°)
1.48251808514578e+002	(8.72832292783998e+001dB,-8.42151924276519e+001°)
1.48593564228684e+002	(8.72634320907608e+001dB,-8.42284132111637e+001°)
1.48936107771074e+002	(8.72436339806900e+001dB,-8.42416042161862e+001°)
1.49279440957882e+002	(8.72238349523403e+001dB,-8.42547655070671e+001°)
1.49623565609426e+002	(8.72040350098461e+001dB,-8.42678971480345e+001°)
1.49968483550220e+002	(8.71842341573236e+001dB,-8.42809992031965e+001°)
1.50314196608985e+002	(8.71644323988711e+001dB,-8.42940717365419e+001°)
1.50660706618657e+002	(8.71446297385686e+001dB,-8.43071148119395e+001°)
1.51008015416397e+002	(8.71248261804780e+001dB,-8.43201284931389e+001°)
1.51356124843603e+002	(8.71050217286436e+001dB,-8.43331128437703e+001°)
1.51705036745916e+002	(8.70852163870915e+001dB,-8.43460679273446e+001°)
1.52054752973232e+002	(8.70654101598303e+001dB,-8.43589938072534e+001°)
1.52405275379711e+002	(8.70456030508507e+001dB,-8.43718905467694e+001°)
1.52756605823790e+002	(8.70257950641260e+001dB,-8.43847582090462e+001°)
1.53108746168185e+002	(8.70059862036116e+001dB,-8.43975968571184e+001°)
1.53461698279912e+002	(8.69861764732458e+001dB,-8.44104065539021e+001°)
1.53815464030286e+002	(8.69663658769492e+001dB,-8.44231873621944e+001°)
1.54170045294938e+002	(8.69465544186254e+001dB,-8.44359393446740e+001°)
1.54525443953823e+002	(8.69267421021603e+001dB,-8.44486625639009e+001°)
1.54881661891230e+002	(8.69069289314231e+001dB,-8.44613570823170e+001°)
1.55238700995790e+002	(8.68871149102655e+001dB,-8.44740229622457e+001°)
1.55596563160489e+002	(8.68673000425224e+001dB,-8.44866602658922e+001°)
1.55955250282677e+002	(8.68474843320116e+001dB,-8.44992690553438e+001°)
1.56314764264077e+002	(8.68276677825342e+001dB,-8.45118493925698e+001°)
1.56675107010797e+002	(8.68078503978741e+001dB,-8.45244013394213e+001°)
1.57036280433337e+002	(8.67880321817990e+001dB,-8.45369249576322e+001°)
1.57398286446603e+002	(8.67682131380593e+001dB,-8.45494203088183e+001°)
1.57761126969916e+002	(8.67483932703894e+001dB,-8.45618874544780e+001°)
1.58124803927020e+002	(8.67285725825067e+001dB,-8.45743264559924e+001°)
1.58489319246093e+002	(8.67087510781124e+001dB,-8.45867373746251e+001°)
1.58854674859759e+002	(8.66889287608912e+001dB,-8.45991202715226e+001°)
1.59220872705098e+002	(8.66691056345114e+001dB,-8.46114752077143e+001°)
1.59587914723654e+002	(8.66492817026253e+001dB,-8.46238022441125e+001°)
1.59955802861448e+002	(8.66294569688687e+001dB,-8.46361014415129e+001°)
1.60324539068985e+002	(8.66096314368615e+001dB,-8.46483728605942e+001°)
1.60694125301269e+002	(8.65898051102076e+001dB,-8.46606165619185e+001°)
1.61064563517808e+002	(8.65699779924945e+001dB,-8.46728326059315e+001°)
1.61435855682630e+002	(8.65501500872944e+001dB,-8.46850210529624e+001°)
1.61808003764287e+002	(8.65303213981632e+001dB,-8.46971819632242e+001°)
1.62181009735874e+002	(8.65104919286412e+001dB,-8.47093153968136e+001°)
1.62554875575029e+002	(8.64906616822529e+001dB,-8.47214214137113e+001°)
1.62929603263953e+002	(8.64708306625073e+001dB,-8.47335000737823e+001°)
1.63305194789414e+002	(8.64509988728978e+001dB,-8.47455514367755e+001°)
1.63681652142762e+002	(8.64311663169021e+001dB,-8.47575755623241e+001°)
1.64058977319935e+002	(8.64113329979826e+001dB,-8.47695725099460e+001°)
1.64437172321474e+002	(8.63914989195865e+001dB,-8.47815423390435e+001°)
1.64816239152531e+002	(8.63716640851453e+001dB,-8.47934851089036e+001°)
1.65196179822882e+002	(8.63518284980756e+001dB,-8.48054008786981e+001°)
1.65576996346933e+002	(8.63319921617786e+001dB,-8.48172897074836e+001°)
1.65958690743736e+002	(8.63121550796405e+001dB,-8.48291516542021e+001°)
1.66341265036997e+002	(8.62923172550325e+001dB,-8.48409867776804e+001°)
1.66724721255087e+002	(8.62724786913107e+001dB,-8.48527951366310e+001°)
1.67109061431051e+002	(8.62526393918163e+001dB,-8.48645767896513e+001°)
1.67494287602624e+002	(8.62327993598756e+001dB,-8.48763317952249e+001°)
1.67880401812236e+002	(8.62129585988003e+001dB,-8.48880602117206e+001°)
1.68267406107027e+002	(8.61931171118872e+001dB,-8.48997620973932e+001°)
1.68655302538854e+002	(8.61732749024184e+001dB,-8.49114375103834e+001°)
1.69044093164306e+002	(8.61534319736616e+001dB,-8.49230865087182e+001°)
1.69433780044713e+002	(8.61335883288697e+001dB,-8.49347091503104e+001°)
1.69824365246154e+002	(8.61137439712814e+001dB,-8.49463054929595e+001°)
1.70215850839475e+002	(8.60938989041207e+001dB,-8.49578755943514e+001°)
1.70608238900292e+002	(8.60740531305975e+001dB,-8.49694195120584e+001°)
1.71001531509008e+002	(8.60542066539073e+001dB,-8.49809373035397e+001°)
1.71395730750822e+002	(8.60343594772313e+001dB,-8.49924290261414e+001°)
1.71790838715738e+002	(8.60145116037367e+001dB,-8.50038947370966e+001°)
1.72186857498580e+002	(8.59946630365763e+001dB,-8.50153344935254e+001°)
1.72583789199000e+002	(8.59748137788893e+001dB,-8.50267483524353e+001°)
1.72981635921490e+002	(8.59549638338005e+001dB,-8.50381363707211e+001°)
1.73380399775393e+002	(8.59351132044210e+001dB,-8.50494986051654e+001°)
1.73780082874917e+002	(8.59152618938480e+001dB,-8.50608351124382e+001°)
1.74180687339141e+002	(8.58954099051648e+001dB,-8.50721459490973e+001°)
1.74582215292030e+002	(8.58755572414410e+001dB,-8.50834311715888e+001°)
1.74984668862445e+002	(8.58557039057327e+001dB,-8.50946908362464e+001°)
1.75388050184155e+002	(8.58358499010820e+001dB,-8.51059249992925e+001°)
1.75792361395848e+002	(8.58159952305178e+001dB,-8.51171337168376e+001°)
1.76197604641142e+002	(8.57961398970552e+001dB,-8.51283170448807e+001°)
1.76603782068595e+002	(8.57762839036961e+001dB,-8.51394750393095e+001°)
1.77010895831721e+002	(8.57564272534288e+001dB,-8.51506077559006e+001°)
1.77418948088995e+002	(8.57365699492283e+001dB,-8.51617152503195e+001°)
1.77827941003871e+002	(8.57167119940566e+001dB,-8.51727975781205e+001°)
1.78237876744788e+002	(8.56968533908620e+001dB,-8.51838547947473e+001°)
1.78648757485184e+002	(8.56769941425800e+001dB,-8.51948869555332e+001°)
1.79060585403508e+002	(8.56571342521329e+001dB,-8.52058941157006e+001°)
1.79473362683231e+002	(8.56372737224299e+001dB,-8.52168763303617e+001°)
1.79887091512857e+002	(8.56174125563673e+001dB,-8.52278336545184e+001°)
1.80301774085935e+002	(8.55975507568283e+001dB,-8.52387661430628e+001°)
1.80717412601071e+002	(8.55776883266834e+001dB,-8.52496738507767e+001°)
1.81134009261938e+002	(8.55578252687902e+001dB,-8.52605568323323e+001°)
1.81551566277292e+002	(8.55379615859935e+001dB,-8.52714151422921e+001°)
1.81970085860976e+002	(8.55180972811254e+001dB,-8.52822488351092e+001°)
1.82389570231942e+002	(8.54982323570054e+001dB,-8.52930579651273e+001°)
1.82810021614252e+002	(8.54783668164404e+001dB,-8.53038425865808e+001°)
1.83231442237099e+002	(8.54585006622247e+001dB,-8.53146027535952e+001°)
1.83653834334812e+002	(8.54386338971401e+001dB,-8.53253385201868e+001°)
1.84077200146873e+002	(8.54187665239559e+001dB,-8.53360499402636e+001°)
1.84501541917925e+002	(8.53988985454291e+001dB,-8.53467370676244e+001°)
1.84926861897785e+002	(8.53790299643045e+001dB,-8.53573999559601e+001°)
1.85353162341459e+002	(8.53591607833144e+001dB,-8.53680386588529e+001°)
1.85780445509147e+002	(8.53392910051790e+001dB,-8.53786532297769e+001°)
1.86208713666264e+002	(8.53194206326061e+001dB,-8.53892437220981e+001°)
1.86637969083444e+002	(8.52995496682918e+001dB,-8.53998101890750e+001°)
1.87068214036557e+002	(8.52796781149198e+001dB,-8.54103526838578e+001°)
1.87499450806719e+002	(8.52598059751618e+001dB,-8.54208712594895e+001°)
1.87931681680304e+002	(8.52399332516779e+001dB,-8.54313659689056e+001°)
1.88364908948957e+002	(8.52200599471157e+001dB,-8.54418368649343e+001°)
1.88799134909606e+002	(8.52001860641114e+001dB,-8.54522840002966e+001°)
1.89234361864475e+002	(8.51803116052893e+001dB,-8.54627074276066e+001°)
1.89670592121092e+002	(8.51604365732619e+001dB,-8.54731071993716e+001°)
1.90107827992307e+002	(8.51405609706299e+001dB,-8.54834833679921e+001°)
1.90546071796302e+002	(8.51206847999826e+001dB,-8.54938359857621e+001°)
1.90985325856601e+002	(8.51008080638974e+001dB,-8.55041651048693e+001°)
1.91425592502085e+002	(8.50809307649404e+001dB,-8.55144707773952e+001°)
1.91866874067006e+002	(8.50610529056661e+001dB,-8.55247530553151e+001°)
1.92309172890992e+002	(8.50411744886174e+001dB,-8.55350119904984e+001°)
1.92752491319070e+002	(8.50212955163261e+001dB,-8.55452476347089e+001°)
1.93196831701669e+002	(8.50014159913126e+001dB,-8.55554600396046e+001°)
1.93642196394637e+002	(8.49815359160856e+001dB,-8.55656492567381e+001°)
1.94088587759254e+002	(8.49616552931431e+001dB,-8.55758153375568e+001°)
1.94536008162243e+002	(8.49417741249716e+001dB,-8.55859583334027e+001°)
1.94984459975781e+002	(8.49218924140464e+001dB,-8.55960782955131e+001°)
1.95433945577516e+002	(8.49020101628319e+001dB,-8.56061752750202e+001°)
1.95884467350575e+002	(8.48821273737813e+001dB,-8.56162493229517e+001°)
1.96336027683581e+002	(8.48622440493369e+001dB,-8.56263004902306e+001°)
1.96788628970660e+002	(8.48423601919298e+001dB,-8.56363288276756e+001°)
1.97242273611461e+002	(8.48224758039805e+001dB,-8.56463343860013e+001°)
1.97696964011162e+002	(8.48025908878986e+001dB,-8.56563172158180e+001°)
1.98152702580486e+002	(8.47827054460825e+001dB,-8.56662773676323e+001°)
1.98609491735713e+002	(8.47628194809204e+001dB,-8.56762148918468e+001°)
1.99067333898694e+002	(8.47429329947893e+001dB,-8.56861298387607e+001°)
1.99526231496863e+002	(8.47230459900559e+001dB,-8.56960222585698e+001°)
1.99986186963250e+002	(8.47031584690759e+001dB,-8.57058922013664e+001°)
2.00447202736492e+002	(8.46832704341948e+001dB,-8.57157397171397e+001°)
2.00909281260848e+002	(8.46633818877472e+001dB,-8.57255648557761e+001°)
2.01372424986214e+002	(8.46434928320576e+001dB,-8.57353676670590e+001°)
2.01836636368131e+002	(8.46236032694397e+001dB,-8.57451482006693e+001°)
2.02301917867802e+002	(8.46037132021971e+001dB,-8.57549065061853e+001°)
2.02768271952103e+002	(8.45838226326227e+001dB,-8.57646426330829e+001°)
2.03235701093597e+002	(8.45639315629995e+001dB,-8.57743566307358e+001°)
2.03704207770547e+002	(8.45440399956000e+001dB,-8.57840485484159e+001°)
2.04173794466928e+002	(8.45241479326865e+001dB,-8.57937184352930e+001°)
2.04644463672442e+002	(8.45042553765111e+001dB,-8.58033663404352e+001°)
2.05116217882531e+002	(8.44843623293159e+001dB,-8.58129923128091e+001°)
2.05589059598389e+002	(8.44644687933329e+001dB,-8.58225964012799e+001°)
2.06062991326975e+002	(8.44445747707840e+001dB,-8.58321786546115e+001°)
2.06538015581027e+002	(8.44246802638811e+001dB,-8.58417391214669e+001°)
2.07014134879079e+002	(8.44047852748261e+001dB,-8.58512778504078e+001°)
2.07491351745465e+002	(8.43848898058112e+001dB,-8.58607948898956e+001°)
2.07969668710344e+002	(8.43649938590187e+001dB,-8.58702902882908e+001°)
2.08449088309703e+002	(8.43450974366207e+001dB,-8.58797640938534e+001°)
2.08929613085378e+002	(8.43252005407801e+001dB,-8.58892163547433e+001°)
2.09411245585063e+002	(8.43053031736497e+001dB,-8.58986471190203e+001°)
2.09893988362326e+002	(8.42854053373726e+001dB,-8.59080564346440e+001°)
2.10377843976621e+002	(8.42655070340826e+001dB,-8.59174443494744e+001°)
2.10862814993303e+002	(8.42456082659034e+001dB,-8.59268109112716e+001°)
2.11348903983638e+002	(8.42257090349496e+001dB,-8.59361561676966e+001°)
2.11836113524824e+002	(8.42058093433259e+001dB,-8.59454801663108e+001°)
2.12324446199995e+002	(8.41859091931279e+001dB,-8.59547829545763e+001°)
2.12813904598245e+002	(8.41660085864414e+001dB,-8.59640645798566e+001°)
2.13304491314631e+002	(8.41461075253431e+001dB,-8.59733250894159e+001°)
2.13796208950197e+002	(8.41262060119001e+001dB,-8.59825645304201e+001°)
2.14289060111979e+002	(8.41063040481703e+001dB,-8.59917829499363e+001°)
2.14783047413027e+002	(8.40864016362025e+001dB,-8.60009803949333e+001°)
2.15278173472410e+002	(8.40664987780360e+001dB,-8.60101569122818e+001°)
2.15774440915240e+002	(8.40465954757011e+001dB,-8.60193125487542e+001°)
2.16271852372675e+002	(8.40266917312188e+001dB,-8.60284473510254e+001°)
2.16770410481942e+002	(8.40067875466011e+001dB,-8.60375613656722e+001°)
2.17270117886347e+002	(8.39868829238509e+001dB,-8.60466546391740e+001°)
2.17770977235289e+002	(8.39669778649621e+001dB,-8.60557272179127e+001°)
2.18272991184273e+002	(8.39470723719196e+001dB,-8.60647791481732e+001°)
2.18776162394928e+002	(8.39271664466993e+001dB,-8.60738104761431e+001°)
2.19280493535017e+002	(8.39072600912682e+001dB,-8.60828212479129e+001°)
2.19785987278455e+002	(8.38873533075846e+001dB,-8.60918115094769e+001°)
2.20292646305318e+002	(8.38674460975978e+001dB,-8.61007813067321e+001°)
2.20800473301862e+002	(8.38475384632483e+001dB,-8.61097306854797e+001°)
