Freq.	V(out)/V(n002)
1.82389570231932e+003	(6.55273007619668e+001dB,-8.95443345467576e+001°)
1.82810021614242e+003	(6.55073021139595e+001dB,-8.95454573028432e+001°)
1.83231442237089e+003	(6.54873034597259e+001dB,-8.95465776494381e+001°)
1.83653834334803e+003	(6.54673047992946e+001dB,-8.95476955924792e+001°)
1.84077200146863e+003	(6.54473061326940e+001dB,-8.95488111378907e+001°)
1.84501541917915e+003	(6.54273074599523e+001dB,-8.95499242915840e+001°)
1.84926861897775e+003	(6.54073087810978e+001dB,-8.95510350594579e+001°)
1.85353162341449e+003	(6.53873100961583e+001dB,-8.95521434473986e+001°)
1.85780445509137e+003	(6.53673114051618e+001dB,-8.95532494612796e+001°)
1.86208713666254e+003	(6.53473127081361e+001dB,-8.95543531069620e+001°)
1.86637969083434e+003	(6.53273140051087e+001dB,-8.95554543902942e+001°)
1.87068214036547e+003	(6.53073152961072e+001dB,-8.95565533171122e+001°)
1.87499450806709e+003	(6.52873165811589e+001dB,-8.95576498932395e+001°)
1.87931681680294e+003	(6.52673178602912e+001dB,-8.95587441244871e+001°)
1.88364908948947e+003	(6.52473191335311e+001dB,-8.95598360166538e+001°)
1.88799134909596e+003	(6.52273204009055e+001dB,-8.95609255755256e+001°)
1.89234361864464e+003	(6.52073216624415e+001dB,-8.95620128068766e+001°)
1.89670592121081e+003	(6.51873229181656e+001dB,-8.95630977164683e+001°)
1.90107827992297e+003	(6.51673241681047e+001dB,-8.95641803100500e+001°)
1.90546071796291e+003	(6.51473254122851e+001dB,-8.95652605933588e+001°)
1.90985325856590e+003	(6.51273266507333e+001dB,-8.95663385721194e+001°)
1.91425592502075e+003	(6.51073278834754e+001dB,-8.95674142520445e+001°)
1.91866874066995e+003	(6.50873291105377e+001dB,-8.95684876388345e+001°)
1.92309172890982e+003	(6.50673303319462e+001dB,-8.95695587381776e+001°)
1.92752491319060e+003	(6.50473315477267e+001dB,-8.95706275557501e+001°)
1.93196831701658e+003	(6.50273327579050e+001dB,-8.95716940972161e+001°)
1.93642196394627e+003	(6.50073339625069e+001dB,-8.95727583682276e+001°)
1.94088587759244e+003	(6.49873351615578e+001dB,-8.95738203744247e+001°)
1.94536008162232e+003	(6.49673363550831e+001dB,-8.95748801214354e+001°)
1.94984459975770e+003	(6.49473375431083e+001dB,-8.95759376148759e+001°)
1.95433945577505e+003	(6.49273387256584e+001dB,-8.95769928603501e+001°)
1.95884467350564e+003	(6.49073399027585e+001dB,-8.95780458634505e+001°)
1.96336027683570e+003	(6.48873410744337e+001dB,-8.95790966297574e+001°)
1.96788628970650e+003	(6.48673422407086e+001dB,-8.95801451648394e+001°)
1.97242273611451e+003	(6.48473434016082e+001dB,-8.95811914742531e+001°)
1.97696964011151e+003	(6.48273445571569e+001dB,-8.95822355635436e+001°)
1.98152702580475e+003	(6.48073457073793e+001dB,-8.95832774382439e+001°)
1.98609491735702e+003	(6.47873468522998e+001dB,-8.95843171038757e+001°)
1.99067333898684e+003	(6.47673479919427e+001dB,-8.95853545659486e+001°)
1.99526231496853e+003	(6.47473491263321e+001dB,-8.95863898299608e+001°)
1.99986186963239e+003	(6.47273502554920e+001dB,-8.95874229013988e+001°)
2.00447202736481e+003	(6.47073513794465e+001dB,-8.95884537857373e+001°)
2.00909281260837e+003	(6.46873524982193e+001dB,-8.95894824884397e+001°)
2.01372424986203e+003	(6.46673536118342e+001dB,-8.95905090149578e+001°)
2.01836636368120e+003	(6.46473547203147e+001dB,-8.95915333707316e+001°)
2.02301917867791e+003	(6.46273558236845e+001dB,-8.95925555611900e+001°)
2.02768271952092e+003	(6.46073569219668e+001dB,-8.95935755917503e+001°)
2.03235701093586e+003	(6.45873580151850e+001dB,-8.95945934678181e+001°)
2.03704207770536e+003	(6.45673591033623e+001dB,-8.95956091947880e+001°)
2.04173794466917e+003	(6.45473601865217e+001dB,-8.95966227780429e+001°)
2.04644463672431e+003	(6.45273612646862e+001dB,-8.95976342229545e+001°)
2.05116217882520e+003	(6.45073623378786e+001dB,-8.95986435348833e+001°)
2.05589059598378e+003	(6.44873634061218e+001dB,-8.95996507191782e+001°)
2.06062991326963e+003	(6.44673644694383e+001dB,-8.96006557811771e+001°)
2.06538015581016e+003	(6.44473655278507e+001dB,-8.96016587262065e+001°)
2.07014134879067e+003	(6.44273665813815e+001dB,-8.96026595595818e+001°)
2.07491351745454e+003	(6.44073676300530e+001dB,-8.96036582866071e+001°)
2.07969668710332e+003	(6.43873686738874e+001dB,-8.96046549125755e+001°)
2.08449088309692e+003	(6.43673697129068e+001dB,-8.96056494427689e+001°)
2.08929613085367e+003	(6.43473707471334e+001dB,-8.96066418824580e+001°)
2.09411245585052e+003	(6.43273717765890e+001dB,-8.96076322369027e+001°)
2.09893988362315e+003	(6.43073728012954e+001dB,-8.96086205113515e+001°)
2.10377843976610e+003	(6.42873738212744e+001dB,-8.96096067110422e+001°)
2.10862814993291e+003	(6.42673748365476e+001dB,-8.96105908412015e+001°)
2.11348903983627e+003	(6.42473758471366e+001dB,-8.96115729070450e+001°)
2.11836113524812e+003	(6.42273768530628e+001dB,-8.96125529137775e+001°)
2.12324446199984e+003	(6.42073778543474e+001dB,-8.96135308665931e+001°)
2.12813904598233e+003	(6.41873788510117e+001dB,-8.96145067706747e+001°)
2.13304491314619e+003	(6.41673798430770e+001dB,-8.96154806311944e+001°)
2.13796208950185e+003	(6.41473808305641e+001dB,-8.96164524533136e+001°)
2.14289060111967e+003	(6.41273818134941e+001dB,-8.96174222421829e+001°)
2.14783047413015e+003	(6.41073827918877e+001dB,-8.96183900029421e+001°)
2.15278173472399e+003	(6.40873837657658e+001dB,-8.96193557407201e+001°)
2.15774440915228e+003	(6.40673847351489e+001dB,-8.96203194606354e+001°)
2.16271852372663e+003	(6.40473857000577e+001dB,-8.96212811677957e+001°)
2.16770410481931e+003	(6.40273866605125e+001dB,-8.96222408672978e+001°)
2.17270117886335e+003	(6.40073876165339e+001dB,-8.96231985642281e+001°)
2.17770977235277e+003	(6.39873885681419e+001dB,-8.96241542636625e+001°)
2.18272991184261e+003	(6.39673895153569e+001dB,-8.96251079706660e+001°)
2.18776162394916e+003	(6.39473904581989e+001dB,-8.96260596902934e+001°)
2.19280493535005e+003	(6.39273913966878e+001dB,-8.96270094275887e+001°)
2.19785987278443e+003	(6.39073923308436e+001dB,-8.96279571875856e+001°)
2.20292646305306e+003	(6.38873932606862e+001dB,-8.96289029753071e+001°)
2.20800473301850e+003	(6.38673941862351e+001dB,-8.96298467957659e+001°)
2.21309470960524e+003	(6.38473951075101e+001dB,-8.96307886539644e+001°)
2.21819641979982e+003	(6.38273960245307e+001dB,-8.96317285548945e+001°)
2.22330989065100e+003	(6.38073969373162e+001dB,-8.96326665035375e+001°)
2.22843514926990e+003	(6.37873978458862e+001dB,-8.96336025048648e+001°)
2.23357222283013e+003	(6.37673987502598e+001dB,-8.96345365638371e+001°)
2.23872113856794e+003	(6.37473996504562e+001dB,-8.96354686854051e+001°)
2.24388192378236e+003	(6.37274005464945e+001dB,-8.96363988745091e+001°)
2.24905460583538e+003	(6.37074014383937e+001dB,-8.96373271360791e+001°)
2.25423921215202e+003	(6.36874023261728e+001dB,-8.96382534750351e+001°)
2.25943577022057e+003	(6.36674032098505e+001dB,-8.96391778962867e+001°)
2.26464430759265e+003	(6.36474040894456e+001dB,-8.96401004047335e+001°)
2.26986485188341e+003	(6.36274049649766e+001dB,-8.96410210052648e+001°)
2.27509743077166e+003	(6.36074058364624e+001dB,-8.96419397027601e+001°)
2.28034207200001e+003	(6.35874067039211e+001dB,-8.96428565020884e+001°)
2.28559880337502e+003	(6.35674075673714e+001dB,-8.96437714081090e+001°)
2.29086765276736e+003	(6.35474084268314e+001dB,-8.96446844256711e+001°)
2.29614864811195e+003	(6.35274092823195e+001dB,-8.96455955596137e+001°)
2.30144181740809e+003	(6.35074101338537e+001dB,-8.96465048147661e+001°)
2.30674718871965e+003	(6.34874109814521e+001dB,-8.96474121959475e+001°)
2.31206479017518e+003	(6.34674118251327e+001dB,-8.96483177079671e+001°)
2.31739464996806e+003	(6.34474126649133e+001dB,-8.96492213556243e+001°)
2.32273679635669e+003	(6.34274135008118e+001dB,-8.96501231437087e+001°)
2.32809125766459e+003	(6.34074143328460e+001dB,-8.96510230770000e+001°)
2.33345806228058e+003	(6.33874151610333e+001dB,-8.96519211602680e+001°)
2.33883723865893e+003	(6.33674159853915e+001dB,-8.96528173982727e+001°)
2.34422881531950e+003	(6.33474168059380e+001dB,-8.96537117957644e+001°)
2.34963282084788e+003	(6.33274176226901e+001dB,-8.96546043574836e+001°)
2.35504928389558e+003	(6.33074184356653e+001dB,-8.96554950881612e+001°)
2.36047823318015e+003	(6.32874192448807e+001dB,-8.96563839925183e+001°)
2.36591969748533e+003	(6.32674200503535e+001dB,-8.96572710752663e+001°)
2.37137370566122e+003	(6.32474208521008e+001dB,-8.96581563411069e+001°)
2.37684028662445e+003	(6.32274216501396e+001dB,-8.96590397947324e+001°)
2.38231946935826e+003	(6.32074224444867e+001dB,-8.96599214408253e+001°)
2.38781128291274e+003	(6.31874232351592e+001dB,-8.96608012840586e+001°)
2.39331575640495e+003	(6.31674240221736e+001dB,-8.96616793290957e+001°)
2.39883291901905e+003	(6.31474248055468e+001dB,-8.96625555805906e+001°)
2.40436280000650e+003	(6.31274255852953e+001dB,-8.96634300431877e+001°)
2.40990542868616e+003	(6.31074263614356e+001dB,-8.96643027215219e+001°)
2.41546083444450e+003	(6.30874271339842e+001dB,-8.96651736202187e+001°)
2.42102904673574e+003	(6.30674279029576e+001dB,-8.96660427438942e+001°)
2.42661009508197e+003	(6.30474286683719e+001dB,-8.96669100971551e+001°)
2.43220400907337e+003	(6.30274294302435e+001dB,-8.96677756845986e+001°)
2.43781081836831e+003	(6.30074301885884e+001dB,-8.96686395108127e+001°)
2.44343055269353e+003	(6.29874309434229e+001dB,-8.96695015803760e+001°)
2.44906324184430e+003	(6.29674316947628e+001dB,-8.96703618978577e+001°)
2.45470891568458e+003	(6.29474324426240e+001dB,-8.96712204678179e+001°)
2.46036760414718e+003	(6.29274331870226e+001dB,-8.96720772948075e+001°)
2.46603933723389e+003	(6.29074339279742e+001dB,-8.96729323833678e+001°)
2.47172414501568e+003	(6.28874346654946e+001dB,-8.96737857380312e+001°)
2.47742205763283e+003	(6.28674353995994e+001dB,-8.96746373633209e+001°)
2.48313310529512e+003	(6.28474361303041e+001dB,-8.96754872637509e+001°)
2.48885731828194e+003	(6.28274368576243e+001dB,-8.96763354438259e+001°)
2.49459472694250e+003	(6.28074375815754e+001dB,-8.96771819080418e+001°)
2.50034536169598e+003	(6.27874383021727e+001dB,-8.96780266608852e+001°)
2.50610925303166e+003	(6.27674390194316e+001dB,-8.96788697068336e+001°)
2.51188643150912e+003	(6.27474397333671e+001dB,-8.96797110503556e+001°)
2.51767692775840e+003	(6.27274404439946e+001dB,-8.96805506959106e+001°)
2.52348077248011e+003	(6.27074411513290e+001dB,-8.96813886479493e+001°)
2.52929799644568e+003	(6.26874418553853e+001dB,-8.96822249109132e+001°)
2.53512863049745e+003	(6.26674425561784e+001dB,-8.96830594892348e+001°)
2.54097270554884e+003	(6.26474432537233e+001dB,-8.96838923873379e+001°)
2.54683025258458e+003	(6.26274439480347e+001dB,-8.96847236096373e+001°)
2.55270130266078e+003	(6.26074446391274e+001dB,-8.96855531605388e+001°)
2.55858588690518e+003	(6.25874453270159e+001dB,-8.96863810444395e+001°)
2.56448403651725e+003	(6.25674460117150e+001dB,-8.96872072657277e+001°)
2.57039578276839e+003	(6.25474466932390e+001dB,-8.96880318287827e+001°)
2.57632115700211e+003	(6.25274473716025e+001dB,-8.96888547379751e+001°)
2.58226019063413e+003	(6.25074480468198e+001dB,-8.96896759976669e+001°)
2.58821291515262e+003	(6.24874487189053e+001dB,-8.96904956122112e+001°)
2.59417936211834e+003	(6.24674493878732e+001dB,-8.96913135859523e+001°)
2.60015956316480e+003	(6.24474500537377e+001dB,-8.96921299232260e+001°)
2.60615354999842e+003	(6.24274507165129e+001dB,-8.96929446283595e+001°)
2.61216135439873e+003	(6.24074513762129e+001dB,-8.96937577056710e+001°)
2.61818300821851e+003	(6.23874520328516e+001dB,-8.96945691594703e+001°)
2.62421854338396e+003	(6.23674526864430e+001dB,-8.96953789940587e+001°)
2.63026799189490e+003	(6.23474533370009e+001dB,-8.96961872137288e+001°)
2.63633138582490e+003	(6.23274539845392e+001dB,-8.96969938227646e+001°)
2.64240875732146e+003	(6.23074546290716e+001dB,-8.96977988254416e+001°)
2.64850013860622e+003	(6.22874552706117e+001dB,-8.96986022260269e+001°)
2.65460556197505e+003	(6.22674559091731e+001dB,-8.96994040287789e+001°)
2.66072505979832e+003	(6.22474565447694e+001dB,-8.97002042379477e+001°)
2.66685866452099e+003	(6.22274571774141e+001dB,-8.97010028577750e+001°)
2.67300640866282e+003	(6.22074578071206e+001dB,-8.97017998924940e+001°)
2.67916832481854e+003	(6.21874584339022e+001dB,-8.97025953463294e+001°)
2.68534444565801e+003	(6.21674590577721e+001dB,-8.97033892234977e+001°)
2.69153480392642e+003	(6.21474596787438e+001dB,-8.97041815282069e+001°)
2.69773943244442e+003	(6.21274602968303e+001dB,-8.97049722646568e+001°)
2.70395836410835e+003	(6.21074609120447e+001dB,-8.97057614370388e+001°)
2.71019163189034e+003	(6.20874615244000e+001dB,-8.97065490495362e+001°)
2.71643926883858e+003	(6.20674621339094e+001dB,-8.97073351063237e+001°)
2.72270130807741e+003	(6.20474627405856e+001dB,-8.97081196115680e+001°)
2.72897778280754e+003	(6.20274633444415e+001dB,-8.97089025694275e+001°)
2.73526872630621e+003	(6.20074639454900e+001dB,-8.97096839840525e+001°)
2.74157417192738e+003	(6.19874645437438e+001dB,-8.97104638595851e+001°)
2.74789415310189e+003	(6.19674651392156e+001dB,-8.97112422001590e+001°)
2.75422870333766e+003	(6.19474657319180e+001dB,-8.97120190099001e+001°)
2.76057785621984e+003	(6.19274663218636e+001dB,-8.97127942929261e+001°)
2.76694164541100e+003	(6.19074669090648e+001dB,-8.97135680533465e+001°)
2.77332010465133e+003	(6.18874674935342e+001dB,-8.97143402952627e+001°)
2.77971326775878e+003	(6.18674680752842e+001dB,-8.97151110227684e+001°)
2.78612116862926e+003	(6.18474686543270e+001dB,-8.97158802399488e+001°)
2.79254384123682e+003	(6.18274692306749e+001dB,-8.97166479508815e+001°)
2.79898131963385e+003	(6.18074698043403e+001dB,-8.97174141596358e+001°)
2.80543363795120e+003	(6.17874703753352e+001dB,-8.97181788702734e+001°)
2.81190083039842e+003	(6.17674709436717e+001dB,-8.97189420868476e+001°)
2.81838293126393e+003	(6.17474715093619e+001dB,-8.97197038134043e+001°)
2.82487997491519e+003	(6.17274720724178e+001dB,-8.97204640539810e+001°)
2.83139199579886e+003	(6.17074726328514e+001dB,-8.97212228126078e+001°)
2.83791902844103e+003	(6.16874731906745e+001dB,-8.97219800933066e+001°)
2.84446110744739e+003	(6.16674737458989e+001dB,-8.97227359000916e+001°)
2.85101826750338e+003	(6.16474742985364e+001dB,-8.97234902369691e+001°)
2.85759054337442e+003	(6.16274748485988e+001dB,-8.97242431079379e+001°)
2.86417796990605e+003	(6.16074753960977e+001dB,-8.97249945169887e+001°)
2.87078058202416e+003	(6.15874759410447e+001dB,-8.97257444681047e+001°)
2.87739841473514e+003	(6.15674764834514e+001dB,-8.97264929652611e+001°)
2.88403150312607e+003	(6.15474770233292e+001dB,-8.97272400124256e+001°)
2.89067988236494e+003	(6.15274775606897e+001dB,-8.97279856135583e+001°)
2.89734358770079e+003	(6.15074780955442e+001dB,-8.97287297726113e+001°)
2.90402265446391e+003	(6.14874786279041e+001dB,-8.97294724935295e+001°)
2.91071711806607e+003	(6.14674791577806e+001dB,-8.97302137802498e+001°)
2.91742701400063e+003	(6.14474796851850e+001dB,-8.97309536367018e+001°)
2.92415237784279e+003	(6.14274802101284e+001dB,-8.97316920668072e+001°)
2.93089324524978e+003	(6.14074807326221e+001dB,-8.97324290744804e+001°)
2.93764965196099e+003	(6.13874812526770e+001dB,-8.97331646636282e+001°)
2.94442163379821e+003	(6.13674817703043e+001dB,-8.97338988381499e+001°)
2.95120922666584e+003	(6.13474822855148e+001dB,-8.97346316019372e+001°)
2.95801246655100e+003	(6.13274827983196e+001dB,-8.97353629588744e+001°)
2.96483138952379e+003	(6.13074833087294e+001dB,-8.97360929128384e+001°)
2.97166603173747e+003	(6.12874838167552e+001dB,-8.97368214676986e+001°)
2.97851642942864e+003	(6.12674843224076e+001dB,-8.97375486273170e+001°)
2.98538261891740e+003	(6.12474848256975e+001dB,-8.97382743955482e+001°)
2.99226463660763e+003	(6.12274853266354e+001dB,-8.97389987762394e+001°)
2.99916251898709e+003	(6.12074858252320e+001dB,-8.97397217732306e+001°)
3.00607630262767e+003	(6.11874863214980e+001dB,-8.97404433903542e+001°)
3.01300602418556e+003	(6.11674868154437e+001dB,-8.97411636314355e+001°)
3.01995172040145e+003	(6.11474873070796e+001dB,-8.97418825002925e+001°)
3.02691342810074e+003	(6.11274877964163e+001dB,-8.97426000007358e+001°)
3.03389118419370e+003	(6.11074882834641e+001dB,-8.97433161365689e+001°)
3.04088502567571e+003	(6.10874887682332e+001dB,-8.97440309115879e+001°)
3.04789498962741e+003	(6.10674892507341e+001dB,-8.97447443295819e+001°)
3.05492111321494e+003	(6.10474897309768e+001dB,-8.97454563943327e+001°)
3.06196343369011e+003	(6.10274902089717e+001dB,-8.97461671096148e+001°)
3.06902198839058e+003	(6.10074906847288e+001dB,-8.97468764791958e+001°)
3.07609681474013e+003	(6.09874911582582e+001dB,-8.97475845068360e+001°)
3.08318795024878e+003	(6.09674916295700e+001dB,-8.97482911962886e+001°)
3.09029543251301e+003	(6.09474920986742e+001dB,-8.97489965512999e+001°)
3.09741929921600e+003	(6.09274925655807e+001dB,-8.97497005756088e+001°)
3.10455958812778e+003	(6.09074930302994e+001dB,-8.97504032729474e+001°)
3.11171633710544e+003	(6.08874934928401e+001dB,-8.97511046470407e+001°)
3.11888958409335e+003	(6.08674939532127e+001dB,-8.97518047016066e+001°)
3.12607936712337e+003	(6.08474944114270e+001dB,-8.97525034403563e+001°)
3.13328572431500e+003	(6.08274948674926e+001dB,-8.97532008669935e+001°)
3.14050869387563e+003	(6.08074953214193e+001dB,-8.97538969852156e+001°)
3.14774831410073e+003	(6.07874957732166e+001dB,-8.97545917987125e+001°)
3.15500462337404e+003	(6.07674962228941e+001dB,-8.97552853111676e+001°)
3.16227766016779e+003	(6.07474966704614e+001dB,-8.97559775262570e+001°)
3.16956746304290e+003	(6.07274971159280e+001dB,-8.97566684476504e+001°)
3.17687407064918e+003	(6.07074975593033e+001dB,-8.97573580790102e+001°)
3.18419752172553e+003	(6.06874980005967e+001dB,-8.97580464239923e+001°)
3.19153785510016e+003	(6.06674984398175e+001dB,-8.97587334862455e+001°)
3.19889510969080e+003	(6.06474988769751e+001dB,-8.97594192694122e+001°)
3.20626932450486e+003	(6.06274993120788e+001dB,-8.97601037771275e+001°)
3.21366053863971e+003	(6.06074997451378e+001dB,-8.97607870130201e+001°)
3.22106879128283e+003	(6.05875001761612e+001dB,-8.97614689807120e+001°)
3.22849412171203e+003	(6.05675006051583e+001dB,-8.97621496838182e+001°)
3.23593656929567e+003	(6.05475010321380e+001dB,-8.97628291259472e+001°)
3.24339617349288e+003	(6.05275014571095e+001dB,-8.97635073107008e+001°)
3.25087297385373e+003	(6.05075018800817e+001dB,-8.97641842416741e+001°)
3.25836701001947e+003	(6.04875023010637e+001dB,-8.97648599224555e+001°)
3.26587832172274e+003	(6.04675027200644e+001dB,-8.97655343566269e+001°)
3.27340694878777e+003	(6.04475031370926e+001dB,-8.97662075477636e+001°)
3.28095293113057e+003	(6.04275035521572e+001dB,-8.97668794994342e+001°)
3.28851630875921e+003	(6.04075039652670e+001dB,-8.97675502152007e+001°)
3.29609712177396e+003	(6.03875043764308e+001dB,-8.97682196986187e+001°)
3.30369541036753e+003	(6.03675047856572e+001dB,-8.97688879532372e+001°)
3.31131121482529e+003	(6.03475051929550e+001dB,-8.97695549825987e+001°)
3.31894457552548e+003	(6.03275055983328e+001dB,-8.97702207902392e+001°)
3.32659553293942e+003	(6.03075060017991e+001dB,-8.97708853796881e+001°)
3.33426412763172e+003	(6.02875064033626e+001dB,-8.97715487544687e+001°)
3.34195040026051e+003	(6.02675068030318e+001dB,-8.97722109180975e+001°)
3.34965439157764e+003	(6.02475072008151e+001dB,-8.97728718740847e+001°)
3.35737614242891e+003	(6.02275075967210e+001dB,-8.97735316259342e+001°)
3.36511569375427e+003	(6.02075079907578e+001dB,-8.97741901771433e+001°)
3.37287308658805e+003	(6.01875083829340e+001dB,-8.97748475312032e+001°)
3.38064836205918e+003	(6.01675087732578e+001dB,-8.97755036915985e+001°)
3.38844156139138e+003	(6.01475091617375e+001dB,-8.97761586618078e+001°)
3.39625272590344e+003	(6.01275095483814e+001dB,-8.97768124453030e+001°)
3.40408189700936e+003	(6.01075099331976e+001dB,-8.97774650455500e+001°)
3.41192911621864e+003	(6.00875103161943e+001dB,-8.97781164660083e+001°)
3.41979442513644e+003	(6.00675106973797e+001dB,-8.97787667101313e+001°)
3.42767786546385e+003	(6.00475110767618e+001dB,-8.97794157813659e+001°)
3.43557947899809e+003	(6.00275114543487e+001dB,-8.97800636831530e+001°)
3.44349930763273e+003	(6.00075118301483e+001dB,-8.97807104189273e+001°)
3.45143739335791e+003	(5.99875122041687e+001dB,-8.97813559921171e+001°)
3.45939377826056e+003	(5.99675125764177e+001dB,-8.97820004061449e+001°)
3.46736850452466e+003	(5.99475129469033e+001dB,-8.97826436644267e+001°)
3.47536161443140e+003	(5.99275133156333e+001dB,-8.97832857703727e+001°)
3.48337315035946e+003	(5.99075136826156e+001dB,-8.97839267273866e+001°)
3.49140315478520e+003	(5.98875140478579e+001dB,-8.97845665388664e+001°)
3.49945167028291e+003	(5.98675144113680e+001dB,-8.97852052082039e+001°)
3.50751873952501e+003	(5.98475147731536e+001dB,-8.97858427387847e+001°)
3.51560440528231e+003	(5.98275151332223e+001dB,-8.97864791339885e+001°)
3.52370871042420e+003	(5.98075154915818e+001dB,-8.97871143971891e+001°)
3.53183169791890e+003	(5.97875158482397e+001dB,-8.97877485317539e+001°)
3.53997341083367e+003	(5.97675162032035e+001dB,-8.97883815410449e+001°)
3.54813389233508e+003	(5.97475165564808e+001dB,-8.97890134284176e+001°)
3.55631318568918e+003	(5.97275169080791e+001dB,-8.97896441972218e+001°)
3.56451133426176e+003	(5.97075172580058e+001dB,-8.97902738508015e+001°)
3.57272838151861e+003	(5.96875176062684e+001dB,-8.97909023924945e+001°)
3.58096437102568e+003	(5.96675179528742e+001dB,-8.97915298256329e+001°)
3.58921934644937e+003	(5.96475182978306e+001dB,-8.97921561535428e+001°)
3.59749335155674e+003	(5.96275186411448e+001dB,-8.97927813795446e+001°)
3.60578643021574e+003	(5.96075189828243e+001dB,-8.97934055069527e+001°)
3.61409862639544e+003	(5.95875193228762e+001dB,-8.97940285390759e+001°)
3.62242998416629e+003	(5.95675196613077e+001dB,-8.97946504792168e+001°)
3.63078054770032e+003	(5.95475199981260e+001dB,-8.97952713306728e+001°)
3.63915036127138e+003	(5.95275203333383e+001dB,-8.97958910967349e+001°)
3.64753946925538e+003	(5.95075206669516e+001dB,-8.97965097806887e+001°)
3.65594791613055e+003	(5.94875209989731e+001dB,-8.97971273858142e+001°)
3.66437574647763e+003	(5.94675213294098e+001dB,-8.97977439153852e+001°)
3.67282300498014e+003	(5.94475216582686e+001dB,-8.97983593726703e+001°)
3.68128973642461e+003	(5.94275219855566e+001dB,-8.97989737609322e+001°)
3.68977598570080e+003	(5.94075223112808e+001dB,-8.97995870834278e+001°)
3.69828179780195e+003	(5.93875226354479e+001dB,-8.98001993434087e+001°)
3.70680721782505e+003	(5.93675229580649e+001dB,-8.98008105441204e+001°)
3.71535229097101e+003	(5.93475232791386e+001dB,-8.98014206888033e+001°)
3.72391706254497e+003	(5.93275235986759e+001dB,-8.98020297806918e+001°)
3.73250157795649e+003	(5.93075239166835e+001dB,-8.98026378230150e+001°)
3.74110588271982e+003	(5.92875242331681e+001dB,-8.98032448189962e+001°)
3.74973002245412e+003	(5.92675245481365e+001dB,-8.98038507718533e+001°)
3.75837404288372e+003	(5.92475248615954e+001dB,-8.98044556847986e+001°)
3.76703798983837e+003	(5.92275251735513e+001dB,-8.98050595610390e+001°)
3.77572190925344e+003	(5.92075254840109e+001dB,-8.98056624037759e+001°)
3.78442584717021e+003	(5.91875257929809e+001dB,-8.98062642162050e+001°)
3.79314984973609e+003	(5.91675261004677e+001dB,-8.98068650015167e+001°)
3.80189396320488e+003	(5.91475264064778e+001dB,-8.98074647628961e+001°)
3.81065823393700e+003	(5.91275267110178e+001dB,-8.98080635035227e+001°)
3.81944270839973e+003	(5.91075270140941e+001dB,-8.98086612265705e+001°)
3.82824743316749e+003	(5.90875273157132e+001dB,-8.98092579352082e+001°)
3.83707245492205e+003	(5.90675276158814e+001dB,-8.98098536325994e+001°)
3.84591782045280e+003	(5.90475279146051e+001dB,-8.98104483219018e+001°)
3.85478357665698e+003	(5.90275282118906e+001dB,-8.98110420062683e+001°)
3.86366977053995e+003	(5.90075285077443e+001dB,-8.98116346888460e+001°)
3.87257644921543e+003	(5.89875288021724e+001dB,-8.98122263727770e+001°)
3.88150365990574e+003	(5.89675290951811e+001dB,-8.98128170611981e+001°)
3.89045144994206e+003	(5.89475293867768e+001dB,-8.98134067572407e+001°)
3.89941986676468e+003	(5.89275296769655e+001dB,-8.98139954640309e+001°)
3.90840895792327e+003	(5.89075299657534e+001dB,-8.98145831846897e+001°)
3.91741877107708e+003	(5.88875302531466e+001dB,-8.98151699223328e+001°)
3.92644935399524e+003	(5.88675305391512e+001dB,-8.98157556800708e+001°)
3.93550075455702e+003	(5.88475308237734e+001dB,-8.98163404610089e+001°)
3.94457302075202e+003	(5.88275311070191e+001dB,-8.98169242682472e+001°)
3.95366620068052e+003	(5.88075313888943e+001dB,-8.98175071048809e+001°)
3.96278034255363e+003	(5.87875316694050e+001dB,-8.98180889739996e+001°)
3.97191549469364e+003	(5.87675319485572e+001dB,-8.98186698786881e+001°)
3.98107170553420e+003	(5.87475322263568e+001dB,-8.98192498220260e+001°)
3.99024902362065e+003	(5.87275325028097e+001dB,-8.98198288070878e+001°)
3.99944749761020e+003	(5.87075327779216e+001dB,-8.98204068369429e+001°)
4.00866717627225e+003	(5.86875330516986e+001dB,-8.98209839146556e+001°)
4.01790810848862e+003	(5.86675333241464e+001dB,-8.98215600432853e+001°)
4.02717034325381e+003	(5.86475335952707e+001dB,-8.98221352258863e+001°)
4.03645392967527e+003	(5.86275338650773e+001dB,-8.98227094655078e+001°)
4.04575891697364e+003	(5.86075341335719e+001dB,-8.98232827651941e+001°)
4.05508535448305e+003	(5.85875344007602e+001dB,-8.98238551279845e+001°)
4.06443329165134e+003	(5.85675346666480e+001dB,-8.98244265569133e+001°)
4.07380277804034e+003	(5.85475349312407e+001dB,-8.98249970550098e+001°)
4.08319386332613e+003	(5.85275351945442e+001dB,-8.98255666252986e+001°)
4.09260659729932e+003	(5.85075354565638e+001dB,-8.98261352707991e+001°)
4.10204102986527e+003	(5.84875357173052e+001dB,-8.98267029945260e+001°)
4.11149721104443e+003	(5.84675359767739e+001dB,-8.98272697994890e+001°)
4.12097519097250e+003	(5.84475362349754e+001dB,-8.98278356886930e+001°)
4.13047501990081e+003	(5.84275364919152e+001dB,-8.98284006651380e+001°)
4.13999674819650e+003	(5.84075367475987e+001dB,-8.98289647318191e+001°)
4.14954042634282e+003	(5.83875370020314e+001dB,-8.98295278917268e+001°)
